D1,D2,D3,rX,rY,gX,gY
401,211,176,159.2858333,365.66471960000007,223,353
400,217,160,149.8583333,371.0093458,203,353
399,217,144,145.1391667,375.7581776,191,352
402,249,129,118.87583329999998,383.34929910000005,155,357
408,267,114,104.4083333,393.28504669999995,139,361
418,284,83,90.59083333,410.06892519999997,123,365
428,302,83,80.06083333,419.9521028,109,371
440,316,69,72.5475,434.6063084,97,375
454,326,59,71.21083333,450.72313080000004,83,383
461,332,52,69.32083333,459.1133178,71,393
454,310,76,71.31,450.5841121,58,401
