D1,D2,D3,rX,rY,gX,gY
452,193,222,222.915,395.09813080000004,250,344
449,207,222,211.3291667,391.94042060000004,248,358
442,222,201,188.00416669999998,395.0315421,246,374
432,233,181,166.0125,393.74649530000005,228,386
423,255,140,130.73916670000003,400.13200930000005,210,384
415,255,123,121.42666670000001,397.5233645,190,384
410,279,108,93.74166667,396.75233639999993,150,384
417,288,95,87.86166667,406.59813080000004,128,380
423,295,87,84.04666667,414.1869159,108,380
430,304,83,79.47083333,421.95677570000004,94,382
441,309,81,82.07333333,433.5327103,78,386
